Quarter,Sector,Year,Hydroelectric Power,Geothermal Energy,Solar Energy,Wind Energy,Wood Energy,Waste Energy,"Fuel Ethanol, Excluding Denaturant",Biomass Losses and Co-products,Total Renewable Energy,Renewable Diesel Fuel,Other Biofuels,Conventional Hydroelectric Power,Biodiesel
2,Transportation,2018,0.0,0.0,0.0,0.0,0.0,0.0,290.978,0.0,0.0,15.295,0.589,0.0,63.735
2,Transportation,2019,0.0,0.0,0.0,0.0,0.0,0.0,296.276,0.0,0.0,24.576,1.1480000000000001,0.0,61.869
2,Transportation,2020,0.0,0.0,0.0,0.0,0.0,0.0,221.401,0.0,0.0,27.311,1.04,0.0,57.56
2,Transportation,2021,0.0,0.0,0.0,0.0,0.0,0.0,283.697,0.0,0.0,40.272999999999996,2.2199999999999998,0.0,56.074
2,Transportation,2022,0.0,0.0,0.0,0.0,0.0,0.0,282.392,0.0,0.0,56.775999999999996,6.317,0.0,54.794000000000004
2,Transportation,2023,0.0,0.0,0.0,0.0,0.0,0.0,284.948,0.0,0.0,101.065,8.59,0.0,63.271
3,Commercial,1973,0.0,0.0,0.0,0.0,1.6909999999999998,0.0,0.0,0.0,1.6909999999999998,0.0,0.0,0.0,0.0
3,Commercial,1974,0.0,0.0,0.0,0.0,1.769,0.0,0.0,0.0,1.769,0.0,0.0,0.0,0.0
3,Commercial,1975,0.0,0.0,0.0,0.0,2.0330000000000004,0.0,0.0,0.0,2.0330000000000004,0.0,0.0,0.0,0.0
3,Commercial,1976,0.0,0.0,0.0,0.0,2.2880000000000003,0.0,0.0,0.0,2.2880000000000003,0.0,0.0,0.0,0.0
3,Commercial,1977,0.0,0.0,0.0,0.0,2.593,0.0,0.0,0.0,2.593,0.0,0.0,0.0,0.0
3,Commercial,1978,0.0,0.0,0.0,0.0,2.9829999999999997,0.0,0.0,0.0,2.9829999999999997,0.0,0.0,0.0,0.0
3,Commercial,1979,0.0,0.0,0.0,0.0,3.481,0.0,0.0,0.0,3.481,0.0,0.0,0.0,0.0
3,Commercial,1980,0.0,0.0,0.0,0.0,5.279,0.0,0.0,0.0,5.279,0.0,0.0,0.0,0.0
3,Commercial,1981,0.0,0.0,0.0,0.0,5.2940000000000005,0.0,0.012,0.0,5.306,0.0,0.0,0.0,0.0
3,Commercial,1982,0.0,0.0,0.0,0.0,5.5440000000000005,0.0,0.033,0.0,5.579,0.0,0.0,0.0,0.0
3,Commercial,1983,0.0,0.0,0.0,0.0,5.5440000000000005,0.0,0.069,0.0,5.615,0.0,0.0,0.0,0.0
3,Commercial,1984,0.0,0.0,0.0,0.0,5.529,0.0,0.089,0.0,5.618,0.0,0.0,0.0,0.0
3,Commercial,1985,0.0,0.0,0.0,0.0,6.0489999999999995,0.0,0.095,0.0,6.143,0.0,0.0,0.0,0.0
3,Commercial,1986,0.0,0.0,0.0,0.0,6.805,0.0,0.11599999999999999,0.0,6.923,0.0,0.0,0.0,0.0
3,Commercial,1987,0.0,0.0,0.0,0.0,7.3100000000000005,0.0,0.137,0.0,7.446,0.0,0.0,0.0,0.0
3,Commercial,1988,0.0,0.0,0.0,0.0,8.043,0.0,0.134,0.0,8.178999999999998,0.0,0.0,0.0,0.0
3,Commercial,1989,0.052000000000000005,0.629,0.015,0.0,19.272,6.737,0.127,0.0,26.833,0.0,0.0,0.0,0.0
3,Commercial,1990,0.105,0.706,0.017,0.0,16.596,7.032,0.125,0.0,24.579,0.0,0.0,0.0,0.0
3,Commercial,1991,0.10400000000000001,0.757,0.018000000000000002,0.0,17.297,6.638999999999999,0.11199999999999999,0.0,24.928,0.0,0.0,0.0,0.0
3,Commercial,1992,0.095,0.804,0.02,0.0,18.152,8.543,0.11599999999999999,0.0,27.731,0.0,0.0,0.0,0.0
3,Commercial,1993,0.077,0.857,0.023,0.0,19.057000000000002,7.811999999999999,0.044,0.0,27.872,0.0,0.0,0.0,0.0
3,Commercial,1994,0.07300000000000001,1.059,0.026,0.0,18.08,8.4,0.041,0.0,27.677999999999997,0.0,0.0,0.0,0.0
3,Commercial,1995,0.094,1.134,0.028999999999999998,0.0,18.311,10.468,0.027,0.0,30.064,0.0,0.0,0.0,0.0
3,Commercial,1996,0.095,1.332,0.032,0.0,19.08,13.393,0.024999999999999998,0.0,33.96,0.0,0.0,0.0,0.0
3,Commercial,1997,0.094,1.436,0.037,0.0,18.491,14.294,0.069,0.0,34.422,0.0,0.0,0.0,0.0
3,Commercial,1998,0.094,1.79,0.041,0.0,16.15,13.677,0.069,0.0,31.820999999999998,0.0,0.0,0.0,0.0
3,Commercial,1999,0.093,1.689,0.049,0.0,16.811,13.355,0.048,0.0,32.045,0.0,0.0,0.0,0.0
3,Commercial,2000,0.079,1.911,0.055,0.0,17.963,11.787,0.093,0.0,31.886000000000003,0.0,0.0,0.0,0.0
3,Commercial,2001,0.046,2.084,0.067,0.0,16.837,6.633,0.082,0.0,25.748,0.0,0.0,0.0,0.0
3,Commercial,2002,0.012,2.205,0.078,0.0,17.366,7.3950000000000005,0.11399999999999999,0.0,27.172,0.0,0.0,0.0,0.0
3,Commercial,2003,0.06,2.7720000000000002,0.092,0.0,18.025,7.4239999999999995,0.199,0.0,28.572,0.0,0.0,0.0,0.0
3,Commercial,2004,0.048,3.016,0.113,0.0,17.599,8.75,0.186,0.0,29.712,0.0,0.0,0.0,0.0
3,Commercial,2005,0.024,3.428,0.16999999999999998,0.0,17.61,8.866,0.22799999999999998,0.0,30.326,0.0,0.0,0.0,0.0
3,Commercial,2006,0.022,3.529,0.248,0.0,16.415,8.977,0.336,0.0,29.527,0.0,0.0,0.0,0.0
3,Commercial,2007,0.007,3.63,0.35,0.0,17.435,7.856,0.497,0.0,29.772,0.0,0.0,0.0,0.0
3,Commercial,2008,0.026000000000000002,3.721,0.5640000000000001,0.0,18.346,8.711,0.5680000000000001,0.0,31.935000000000002,0.0,0.0,0.0,0.0
3,Commercial,2009,0.012,4.209,0.757,0.0,18.296,9.321,0.742,0.0,33.338,0.0,0.0,0.0,0.0
3,Commercial,2010,0.022,4.663,1.163,0.011,18.060000000000002,9.274000000000001,0.851,0.0,34.045,0.0,0.0,0.0,0.0
3,Commercial,2011,0.019,4.965,1.984,0.028999999999999998,17.439999999999998,11.153,0.733,0.0,36.323,0.0,0.0,0.0,0.0
3,Commercial,2012,0.02,4.953,3.2969999999999997,0.032,15.280000000000001,11.522,0.647,0.0,35.753,0.0,0.0,0.0,0.0
3,Commercial,2013,0.039,4.965,4.498,0.033,17.645,12.204,0.678,0.0,40.066,0.0,0.0,0.0,0.0
3,Commercial,2014,0.028999999999999998,4.965,5.5600000000000005,0.076,19.234,12.294,0.929,0.0,43.088,0.0,0.0,0.0,0.0
3,Commercial,2015,0.025,4.965,6.194,0.077,20.061999999999998,12.396,6.648,0.0,50.368,0.0,0.0,0.0,0.0
3,Commercial,2016,0.196,4.953,6.748,0.09,21.19,12.341999999999999,6.653,0.0,52.172,0.0,0.0,0.0,0.0
3,Commercial,2017,0.184,4.965,8.398,0.08499999999999999,20.898,11.884,6.4670000000000005,0.0,52.882000000000005,0.0,0.0,0.0,0.0
3,Commercial,2018,0.177,4.965,10.515,0.111,21.164,11.624,6.534,0.0,55.091,0.0,0.0,0.0,0.0
3,Commercial,2019,0.147,5.285,11.843,0.11599999999999999,21.259999999999998,9.743,6.538,0.0,54.93,0.0,0.0,0.0,0.0
3,Commercial,2020,0.181,5.274,13.625,0.115,20.678,9.595,6.927,0.0,56.397,0.0,0.0,0.0,0.0
3,Commercial,2021,0.213,5.387,16.005,0.11399999999999999,21.095,10.370000000000001,6.917,0.0,60.101,0.0,0.0,0.0,0.0
3,Commercial,2022,0.22699999999999998,4.965,18.782,0.089,21.119,19.185,8.002,0.0,72.37,0.0,0.0,0.0,0.0
3,Commercial,2023,0.0,4.965,20.533,0.076,20.679,18.247,8.129999999999999,0.0,72.82,0.0,0.0,0.0,0.0
3,Electric Power,1973,0.0,1.6829999999999998,0.0,0.0,0.404,0.532,0.0,0.0,209.437,0.0,0.0,206.81799999999998,0.0
3,Electric Power,1974,0.0,2.076,0.0,0.0,0.157,0.58,0.0,0.0,247.115,0.0,0.0,244.302,0.0
3,Electric Power,1975,0.0,3.081,0.0,0.0,0.052000000000000005,0.506,0.0,0.0,237.882,0.0,0.0,234.245,0.0
3,Electric Power,1976,0.0,3.205,0.0,0.0,0.098,0.547,0.0,0.0,243.62599999999998,0.0,0.0,239.777,0.0
3,Electric Power,1977,0.0,3.036,0.0,0.0,0.494,0.522,0.0,0.0,174.43200000000002,0.0,0.0,170.38,0.0
3,Electric Power,1978,0.0,2.747,0.0,0.0,0.448,0.401,0.0,0.0,234.98199999999997,0.0,0.0,231.38600000000002,0.0
3,Electric Power,1979,0.0,3.402,0.0,0.0,0.841,0.46,0.0,0.0,219.65500000000003,0.0,0.0,214.952,0.0
3,Electric Power,1980,0.0,4.6530000000000005,0.0,0.0,0.657,0.352,0.0,0.0,221.95300000000003,0.0,0.0,216.292,0.0
3,Electric Power,1981,0.0,5.116,0.0,0.0,0.45999999999999996,0.403,0.0,0.0,226.289,0.0,0.0,220.31,0.0
3,Electric Power,1982,0.0,4.618,0.0,0.0,0.514,0.312,0.0,0.0,247.98399999999998,0.0,0.0,242.54000000000002,0.0
3,Electric Power,1983,0.0,6.42,0.0,0.001,0.541,0.491,0.0,0.0,265.582,0.0,0.0,258.127,0.0
3,Electric Power,1984,0.0,6.6240000000000006,0.007,0.005,1.237,1.116,0.0,0.0,259.915,0.0,0.0,250.926,0.0
3,Electric Power,1985,0.0,7.958,0.016,0.004,2.118,1.723,0.0,0.0,216.679,0.0,0.0,204.86,0.0
3,Electric Power,1986,0.0,9.128,0.017,0.004,1.553,1.758,0.0,0.0,238.93,0.0,0.0,226.471,0.0
3,Electric Power,1987,0.0,9.544,0.013000000000000001,0.006,2.425,1.879,0.0,0.0,207.737,0.0,0.0,193.872,0.0
3,Electric Power,1988,0.0,9.092,0.011,0.0,2.648,2.318,0.0,0.0,183.375,0.0,0.0,169.30700000000002,0.0
3,Electric Power,1989,0.0,12.253,0.317,1.793,24.765,40.415,0.0,0.0,293.611,0.0,0.0,214.06799999999998,0.0
3,Electric Power,1990,0.0,13.3,0.433,0.956,33.987,47.613,0.0,0.0,315.407,0.0,0.0,219.117,0.0
3,Electric Power,1991,0.0,13.488,0.73,2.0140000000000002,34.619,57.287,0.0,0.0,336.403,0.0,0.0,228.264,0.0
3,Electric Power,1992,0.0,13.704,0.575,1.824,38.522,69.03399999999999,0.0,0.0,317.89,0.0,0.0,194.232,0.0
3,Electric Power,1993,0.0,14.58,0.639,1.181,38.018,61.944,0.0,0.0,332.245,0.0,0.0,215.882,0.0
3,Electric Power,1994,0.0,13.186,0.484,2.17,38.93,68.515,0.0,0.0,323.98,0.0,0.0,200.694,0.0
3,Electric Power,1995,0.0,11.511000000000001,0.6659999999999999,5.932,39.34,77.147,0.0,0.0,375.555,0.0,0.0,240.958,0.0
3,Electric Power,1996,0.0,15.186,0.386,4.441,39.731,75.877,0.0,0.0,394.736,0.0,0.0,259.115,0.0
3,Electric Power,1997,0.0,13.774999999999999,0.567,4.435,34.112,76.67,0.0,0.0,404.655,0.0,0.0,275.095,0.0
3,Electric Power,1998,0.0,13.684000000000001,0.702,4.929,35.699,77.726,0.0,0.0,382.957,0.0,0.0,250.21800000000002,0.0
3,Electric Power,1999,0.0,12.722,0.543,4.148,37.396,78.076,0.0,0.0,389.26300000000003,0.0,0.0,256.378,0.0
3,Electric Power,2000,0.0,11.632,0.718,3.714,33.587,79.423,0.0,0.0,343.793,0.0,0.0,214.716,0.0
3,Electric Power,2001,0.0,11.89,0.826,5.809,33.162,55.147,0.0,0.0,282.328,0.0,0.0,175.494,0.0
3,Electric Power,2002,0.0,12.572000000000001,0.727,8.881,39.954,61.239000000000004,0.0,0.0,337.786,0.0,0.0,214.412,0.0
3,Electric Power,2003,0.0,12.457,0.616,9.089,44.304,59.673,0.0,0.0,348.646,0.0,0.0,222.507,0.0
3,Electric Power,2004,0.0,12.703,0.736,11.276,44.22,56.109,0.0,0.0,345.741,0.0,0.0,220.699,0.0
3,Electric Power,2005,0.0,12.791999999999998,0.714,13.741,49.786,56.931,0.0,0.0,352.837,0.0,0.0,218.874,0.0
3,Electric Power,2006,0.0,12.863,0.6769999999999999,18.73,47.857,59.105000000000004,0.0,0.0,356.776,0.0,0.0,217.545,0.0
3,Electric Power,2007,0.0,12.702,0.782,26.355000000000004,46.652,61.038,0.0,0.0,341.73400000000004,0.0,0.0,194.203,0.0
3,Electric Power,2008,0.0,12.915,1.053,35.431,47.286,65.91,0.0,0.0,376.256,0.0,0.0,213.66,0.0
3,Electric Power,2009,0.0,12.704,1.134,51.419,47.525,66.96799999999999,0.0,0.0,384.297,0.0,0.0,204.546,0.0
3,Electric Power,2010,0.0,13.045,1.546,69.987,51.337,67.16499999999999,0.0,0.0,413.3,0.0,0.0,210.22,0.0
3,Electric Power,2011,0.0,12.861,1.964,74.456,49.622,65.672,0.0,0.0,471.02700000000004,0.0,0.0,266.454,0.0
3,Electric Power,2012,0.0,13.391,4.693,88.953,52.157,66.448,0.0,0.0,453.13300000000004,0.0,0.0,227.494,0.0
3,Electric Power,2013,0.0,13.506,8.973,110.5,56.393,66.19500000000001,0.0,0.0,477.475,0.0,0.0,221.909,0.0
3,Electric Power,2014,0.0,13.498000000000001,18.365000000000002,115.49000000000001,66.17699999999999,71.075,0.0,0.0,489.188,0.0,0.0,204.58100000000002,0.0
3,Electric Power,2015,0.0,13.318999999999999,25.237000000000002,138.857,65.253,73.502,0.0,0.0,507.038,0.0,0.0,190.869,0.0
3,Electric Power,2016,0.0,13.519,38.825,162.325,60.527,69.94,0.0,0.0,539.8720000000001,0.0,0.0,194.736,0.0
3,Electric Power,2017,0.0,13.878,53.999,163.344,59.199,69.38499999999999,0.0,0.0,589.934,0.0,0.0,230.127,0.0
3,Electric Power,2018,0.0,13.867999999999999,65.633,186.85399999999998,57.605000000000004,66.215,0.0,0.0,615.265,0.0,0.0,225.09300000000002,0.0
3,Electric Power,2019,0.0,13.794,77.144,227.042,54.876000000000005,61.883,0.0,0.0,659.0889999999999,0.0,0.0,224.352,0.0
3,Electric Power,2020,0.0,13.129999999999999,93.647,234.92000000000002,48.836,59.635000000000005,0.0,0.0,683.793,0.0,0.0,233.624,0.0
3,Electric Power,2021,0.0,13.331,119.92699999999999,265.219,53.847,57.051,0.0,0.0,711.245,0.0,0.0,201.86700000000002,0.0
3,Electric Power,2022,0.0,13.733,147.621,278.00800000000004,53.459,43.613,0.0,0.0,749.637,0.0,0.0,213.203,0.0
3,Electric Power,2023,0.0,13.629999999999999,177.265,288.769,44.521,41.968,0.0,0.0,765.816,0.0,0.0,199.665,0.0
3,Industrial,1973,2.545,0.0,0.0,0.0,293.607,0.0,0.0,0.0,296.152,0.0,0.0,0.0,0.0
3,Industrial,1974,2.471,0.0,0.0,0.0,292.15,0.0,0.0,0.0,294.621,0.0,0.0,0.0,0.0
3,Industrial,1975,2.304,0.0,0.0,0.0,268.002,0.0,0.0,0.0,270.306,0.0,0.0,0.0,0.0
3,Industrial,1976,2.37,0.0,0.0,0.0,306.63599999999997,0.0,0.0,0.0,309.005,0.0,0.0,0.0,0.0
3,Industrial,1977,2.414,0.0,0.0,0.0,322.944,0.0,0.0,0.0,325.358,0.0,0.0,0.0,0.0
3,Industrial,1978,2.513,0.0,0.0,0.0,352.983,0.0,0.0,0.0,355.496,0.0,0.0,0.0,0.0
3,Industrial,1979,2.5300000000000002,0.0,0.0,0.0,354.102,0.0,0.0,0.0,356.632,0.0,0.0,0.0,0.0
3,Industrial,1980,2.492,0.0,0.0,0.0,402.18600000000004,0.0,0.0,0.0,404.67999999999995,0.0,0.0,0.0,0.0
3,Industrial,1981,2.492,0.0,0.0,0.0,403.791,21.858,0.021,1.478,429.64199999999994,0.0,0.0,0.0,0.0
3,Industrial,1982,2.492,0.0,0.0,0.0,382.115,29.665,0.051000000000000004,3.979,418.303,0.0,0.0,0.0,0.0
3,Industrial,1983,2.492,0.0,0.0,0.0,425.972,39.141,0.077,7.271000000000001,474.953,0.0,0.0,0.0,0.0
3,Industrial,1984,2.492,0.0,0.0,0.0,422.043,51.17,0.131,8.838000000000001,484.677,0.0,0.0,0.0,0.0
3,Industrial,1985,2.492,0.0,0.0,0.0,414.629,57.879999999999995,0.214,10.634,485.851,0.0,0.0,0.0,0.0
3,Industrial,1986,2.492,0.0,0.0,0.0,405.809,64.451,0.22599999999999998,12.174000000000001,485.153,0.0,0.0,0.0,0.0
3,Industrial,1987,2.492,0.0,0.0,0.0,397.238,71.021,0.253,13.889,484.89599999999996,0.0,0.0,0.0,0.0
3,Industrial,1988,2.492,0.0,0.0,0.0,408.471,77.348,0.235,13.940000000000001,502.486,0.0,0.0,0.0,0.0
3,Industrial,1989,2.164,0.45399999999999996,0.003,0.0,396.044,52.388999999999996,0.249,14.064,465.367,0.0,0.0,0.0,0.0
3,Industrial,1990,2.25,0.478,0.003,0.0,377.387,48.526,0.20800000000000002,12.382,441.236,0.0,0.0,0.0,0.0
3,Industrial,1991,2.269,0.5289999999999999,0.003,0.0,380.269,46.496,0.252,14.231,444.05100000000004,0.0,0.0,0.0,0.0
3,Industrial,1992,2.292,0.552,0.005,0.0,394.418,45.331,0.28500000000000003,16.002000000000002,458.885,0.0,0.0,0.0,0.0
3,Industrial,1993,2.233,0.605,0.006,0.0,376.11,44.835,0.27,17.123,441.18,0.0,0.0,0.0,0.0
3,Industrial,1994,4.763,0.706,0.006,0.0,402.554,49.861999999999995,0.315,20.701,478.906,0.0,0.0,0.0,0.0
3,Industrial,1995,4.184,0.757,0.006,0.0,493.77099999999996,49.474000000000004,0.306,19.526,568.024,0.0,0.0,0.0,0.0
3,Industrial,1996,4.4639999999999995,0.73,0.007,0.0,469.19,56.239999999999995,0.189,11.350999999999999,542.17,0.0,0.0,0.0,0.0
3,Industrial,1997,4.46,0.781,0.009000000000000001,0.0,432.371,46.223,0.343,19.137,503.321,0.0,0.0,0.0,0.0
3,Industrial,1998,4.21,0.757,0.009000000000000001,0.0,415.154,45.476,0.349,20.994,486.951,0.0,0.0,0.0,0.0
3,Industrial,1999,3.876,1.033,0.011,0.0,431.109,42.976,0.253,20.992,500.252,0.0,0.0,0.0,0.0
3,Industrial,2000,3.271,1.107,0.012,0.0,409.578,36.408,0.313,23.951,474.63800000000003,0.0,0.0,0.0,0.0
3,Industrial,2001,2.734,1.199,0.015,0.0,363.18399999999997,30.43,0.641,26.772,424.975,0.0,0.0,0.0,0.0
3,Industrial,2002,2.7199999999999998,1.2069999999999999,0.017,0.0,358.1,35.448,0.78,31.942,430.216,0.0,0.0,0.0,0.0
3,Industrial,2003,3.634,0.857,0.02,0.0,347.099,35.072,1.081,42.277,430.04200000000003,0.0,0.0,0.0,0.0
3,Industrial,2004,2.52,0.9550000000000001,0.026,0.0,369.25600000000003,32.725,1.544,50.821,457.84499999999997,0.0,0.0,0.0,0.0
3,Industrial,2005,2.4939999999999998,1.083,0.038,0.0,364.219,37.751999999999995,1.77,58.42700000000001,465.783,0.0,0.0,0.0,0.0
3,Industrial,2006,2.062,1.1099999999999999,0.055,0.0,372.692,32.149,2.597,72.616,483.281,0.0,0.0,0.0,0.0
3,Industrial,2007,0.823,1.1840000000000002,0.078,0.0,352.516,33.021,2.4859999999999998,95.299,485.40700000000004,0.0,0.0,0.0,0.0
3,Industrial,2008,1.142,1.256,0.125,0.0,326.202,33.531,3.107,136.821,502.18399999999997,0.0,0.0,0.0,0.0
3,Industrial,2009,1.266,1.059,0.167,0.0,307.291,36.632999999999996,3.4050000000000002,157.94,507.76200000000006,0.0,0.0,0.0,0.0
3,Industrial,2010,0.964,1.059,0.258,0.0,358.961,40.225,4.259,183.112,588.837,0.0,0.0,0.0,0.0
3,Industrial,2011,1.115,1.059,0.426,0.004,363.181,39.693,4.236,187.143,596.859,0.0,0.0,0.0,0.0
3,Industrial,2012,1.529,1.056,0.711,0.01,370.63100000000003,37.876,4.237,171.0,587.049,0.0,0.0,0.0,0.0
3,Industrial,2013,2.729,1.059,0.9470000000000001,0.021,379.528,45.674,4.4670000000000005,177.746,612.173,0.0,0.0,0.0,0.0
3,Industrial,2014,0.925,1.059,1.175,0.023,379.233,45.214,3.6239999999999997,193.351,624.601,0.0,0.0,0.0,0.0
3,Industrial,2015,0.9630000000000001,1.059,1.496,0.026999999999999996,374.11199999999997,45.648,4.5600000000000005,198.886,626.753,0.0,0.0,0.0,0.0
3,Industrial,2016,0.892,1.056,2.1189999999999998,0.035,365.395,40.432,4.651,209.065,623.645,0.0,0.0,0.0,0.0
3,Industrial,2017,0.9670000000000001,1.059,2.507,0.041999999999999996,364.688,39.111000000000004,4.737,211.627,624.737,0.0,0.0,0.0,0.0
3,Industrial,2018,0.884,1.059,2.7359999999999998,0.055999999999999994,361.404,38.071,4.805,218.451,627.466,0.0,0.0,0.0,0.0
3,Industrial,2019,0.625,1.059,3.209,0.054,354.413,36.517,4.721,208.33499999999998,608.933,0.0,0.0,0.0,0.0
3,Industrial,2020,0.612,1.056,3.69,0.671,329.218,37.358,5.02,188.006,565.633,0.0,0.0,0.0,0.0
3,Industrial,2021,0.755,1.059,4.077999999999999,0.068,346.934,37.998,4.88,195.776,591.549,0.0,0.0,0.0,0.0
3,Industrial,2022,0.593,1.059,4.414,0.064,330.51800000000003,37.223,5.027,197.174,576.072,0.0,0.0,0.0,0.0
3,Industrial,2023,0.728,1.059,4.82,0.079,299.464,36.781,5.107,206.44400000000002,554.482,0.0,0.0,0.0,0.0
3,Residential,1973,0.0,0.0,0.0,0.0,89.25200000000001,0.0,0.0,0.0,89.25200000000001,0.0,0.0,0.0,0.0
3,Residential,1974,0.0,0.0,0.0,0.0,93.501,0.0,0.0,0.0,93.501,0.0,0.0,0.0,0.0
3,Residential,1975,0.0,0.0,0.0,0.0,107.227,0.0,0.0,0.0,107.227,0.0,0.0,0.0,0.0
3,Residential,1976,0.0,0.0,0.0,0.0,121.066,0.0,0.0,0.0,121.066,0.0,0.0,0.0,0.0
3,Residential,1977,0.0,0.0,0.0,0.0,136.558,0.0,0.0,0.0,136.558,0.0,0.0,0.0,0.0
3,Residential,1978,0.0,0.0,0.0,0.0,156.74099999999999,0.0,0.0,0.0,156.74099999999999,0.0,0.0,0.0,0.0
3,Residential,1979,0.0,0.0,0.0,0.0,183.51600000000002,0.0,0.0,0.0,183.51600000000002,0.0,0.0,0.0,0.0
3,Residential,1980,0.0,0.0,0.0,0.0,213.662,0.0,0.0,0.0,213.662,0.0,0.0,0.0,0.0
3,Residential,1981,0.0,0.0,0.0,0.0,219.287,0.0,0.0,0.0,219.287,0.0,0.0,0.0,0.0
3,Residential,1982,0.0,0.0,0.0,0.0,244.494,0.0,0.0,0.0,244.494,0.0,0.0,0.0,0.0
3,Residential,1983,0.0,0.0,0.0,0.0,244.494,0.0,0.0,0.0,244.494,0.0,0.0,0.0,0.0
3,Residential,1984,0.0,0.0,0.0,0.0,246.338,0.0,0.0,0.0,246.338,0.0,0.0,0.0,0.0
3,Residential,1985,0.0,0.0,0.0,0.0,254.57600000000002,0.0,0.0,0.0,254.57600000000002,0.0,0.0,0.0,0.0
3,Residential,1986,0.0,0.0,0.0,0.0,231.89,0.0,0.0,0.0,231.89,0.0,0.0,0.0,0.0
3,Residential,1987,0.0,0.0,0.0,0.0,214.24699999999999,0.0,0.0,0.0,214.24699999999999,0.0,0.0,0.0,0.0
3,Residential,1988,0.0,0.0,0.0,0.0,228.744,0.0,0.0,0.0,228.744,0.0,0.0,0.0,0.0
3,Residential,1989,0.0,1.261,15.47,0.0,231.89,0.0,0.0,0.0,248.62,0.0,0.0,0.0,0.0
3,Residential,1990,0.0,1.3860000000000001,16.387,0.0,146.191,0.0,0.0,0.0,163.96699999999998,0.0,0.0,0.0,0.0
3,Residential,1991,0.0,1.487,16.902,0.0,153.753,0.0,0.0,0.0,172.143,0.0,0.0,0.0,0.0
3,Residential,1992,0.0,1.609,17.506,0.0,160.875,0.0,0.0,0.0,179.99,0.0,0.0,0.0,0.0
3,Residential,1993,0.0,1.7149999999999999,17.999,0.0,138.62900000000002,0.0,0.0,0.0,158.34199999999998,0.0,0.0,0.0,0.0
3,Residential,1994,0.0,1.564,18.488999999999997,0.0,131.068,0.0,0.0,0.0,151.12,0.0,0.0,0.0,0.0
3,Residential,1995,0.0,1.6640000000000001,18.771,0.0,131.068,0.0,0.0,0.0,151.502,0.0,0.0,0.0,0.0
3,Residential,1996,0.0,1.7599999999999998,18.936,0.0,135.738,0.0,0.0,0.0,156.434,0.0,0.0,0.0,0.0
3,Residential,1997,0.0,1.8900000000000001,18.678,0.0,108.384,0.0,0.0,0.0,128.953,0.0,0.0,0.0,0.0
3,Residential,1998,0.0,1.941,18.467,0.0,95.781,0.0,0.0,0.0,116.188,0.0,0.0,0.0,0.0
3,Residential,1999,0.0,2.143,18.032,0.0,98.30099999999999,0.0,0.0,0.0,118.476,0.0,0.0,0.0,0.0
3,Residential,2000,0.0,2.161,17.228,0.0,105.574,0.0,0.0,0.0,124.964,0.0,0.0,0.0,0.0
3,Residential,2001,0.0,2.383,16.448,0.0,93.261,0.0,0.0,0.0,112.092,0.0,0.0,0.0,0.0
3,Residential,2002,0.0,2.573,15.870000000000001,0.0,95.781,0.0,0.0,0.0,114.223,0.0,0.0,0.0,0.0
3,Residential,2003,0.0,3.2760000000000002,15.408000000000001,0.0,100.82300000000001,0.0,0.0,0.0,119.507,0.0,0.0,0.0,0.0
3,Residential,2004,0.0,3.5199999999999996,15.175,0.0,103.06099999999999,0.0,0.0,0.0,121.75399999999999,0.0,0.0,0.0,0.0
3,Residential,2005,0.0,4.007,14.806000000000001,0.0,108.384,0.0,0.0,0.0,127.197,0.0,0.0,0.0,0.0
3,Residential,2006,0.0,4.612,15.401,0.0,95.781,0.0,0.0,0.0,115.794,0.0,0.0,0.0,0.0
3,Residential,2007,0.0,5.5440000000000005,16.025,0.0,105.863,0.0,0.0,0.0,127.43299999999999,0.0,0.0,0.0,0.0
3,Residential,2008,0.0,6.636000000000001,16.752,0.0,118.143,0.0,0.0,0.0,141.529,0.0,0.0,0.0,0.0
3,Residential,2009,0.0,8.268,16.916,0.0,127.035,0.0,0.0,0.0,152.218,0.0,0.0,0.0,0.0
3,Residential,2010,0.0,9.275,17.697,0.0,136.243,0.0,0.0,0.0,163.214,0.0,0.0,0.0,0.0
3,Residential,2011,0.0,9.981,18.664,0.0,132.142,0.0,0.0,0.0,160.78900000000002,0.0,0.0,0.0,0.0
3,Residential,2012,0.0,9.954,19.877000000000002,0.0,110.12100000000001,0.0,0.0,0.0,139.954,0.0,0.0,0.0,0.0
3,Residential,2013,0.0,9.981,21.506999999999998,0.0,144.087,0.0,0.0,0.0,175.576,0.0,0.0,0.0,0.0
3,Residential,2014,0.0,9.981,23.549999999999997,0.0,145.823,0.0,0.0,0.0,179.35500000000002,0.0,0.0,0.0,0.0
3,Residential,2015,0.0,9.981,26.478,0.0,129.237,0.0,0.0,0.0,165.698,0.0,0.0,0.0,0.0
3,Residential,2016,0.0,9.954,30.302,0.0,111.768,0.0,0.0,0.0,152.024,0.0,0.0,0.0,0.0
3,Residential,2017,0.0,9.981,34.102000000000004,0.0,108.27799999999999,0.0,0.0,0.0,152.361,0.0,0.0,0.0,0.0
3,Residential,2018,0.0,9.981,36.97,0.0,132.293,0.0,0.0,0.0,179.244,0.0,0.0,0.0,0.0
3,Residential,2019,0.0,9.981,41.449,0.0,137.498,0.0,0.0,0.0,188.929,0.0,0.0,0.0,0.0
3,Residential,2020,0.0,9.954,44.84,0.0,86.744,0.0,0.0,0.0,141.538,0.0,0.0,0.0,0.0
